Hearing Date,Case Number,Location,MVA Cluster,MVA Code,HDLC,NCDC,NCDC Adjusted,Vacant Lot,Vacant Lot Revised,Vacant Lot Code,Market Assessment,Market Code,Roof ,Roof Code,Exterior,Exterior Code,Foundation,Foundation Code,Overall Condition,Overall Condition Code,Character?,Character Code,Abatement Recommendation,Recommendation Code,Reviewer notes,Zipcode,GeoPIN,XPos,YPos,Potential Error in Lot Status?,Potential Error in Market Status,Reviewer
10/31/2013,13-00814-PNBL,416 N Miro St,F,6,0,1,1,Yes,Yes,1,Very Strong (One of the strongest housing demand areas in the city),1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Sell,1,VACANT LOT,70119,41016428,3677586.759,535096.9285,0,1,JN
7/25/2013,13-03381-PNBL,4224-4226 Hollygrove St,F,6,0,1,1,N/A,N/A,N/A,Very Strong (One of the strongest housing demand areas in the city),1,3. Poor,3,2. Fair,2,2. Fair,2,2. Fair,2,Yes,1,Sell,1,,70118,41023810,3666865.975,538606.7998,0,1,AW
10/3/2013,13-01485-PNBL,1731-1733 Washington Ave,D,4,0,1,1,Yes,No,0,"Moderately Weak (Limited housing demand and sales, but not the weakest market in the city)",3,N/A,N/A,3. Poor,3,3. Poor,3,3. Poor,3,Yes,1,Demolish,0,,70113,41037106,3675604.528,523087.6257,1,0,Demo
10/10/2013,13-04717-PNBL,4315-4317 Marais St,F,6,0,1,1,No,No,0,"Moderately Weak (Limited housing demand and sales, but not the weakest market in the city)",3,3. Poor,3,3. Poor,3,1. Good,1,3. Poor,3,Yes,1,Sell,1,,70117,41068006,3692952.271,535477.1927,0,0,JN
10/22/2013,12-09142-PNBL,432-434 S Galvez St,F,6,0,1,1,Yes,Yes,1,"Moderately Weak (Limited housing demand and sales, but not the weakest market in the city)",3,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Sell,1,,70119,41031949,3676095.919,532495.5802,0,0,Demo
10/3/2013,13-05677-PNBL,1129 Farragut St,E,5,0,0,0,No,No,0,Very Strong (One of the strongest housing demand areas in the city),1,4. Very Poor,4,3. Poor,3,2. Fair,2,3. Poor,3,No,0,Demolish,0,,70114,41006036,3692339.83,527033.0135,0,1,Demo
10/21/2013,12-10406-PNBL,4520-4522 Marais St,F,6,0,1,1,Yes,No,0,"Moderately Weak (Limited housing demand and sales, but not the weakest market in the city)",3,N/A,N/A,2. Fair,2,2. Fair,2,2. Fair,2,Yes,1,Sell,1,,70117,41068008,3693558.643,535150.1797,1,0,DG
10/3/2013,13-05360-PNBL,2313 Gallier St,G,7,0,1,1,No,No,0,"Moderately Weak (Limited housing demand and sales, but not the weakest market in the city)",3,3. Poor,3,3. Poor,3,3. Poor,3,3. Poor,3,N/A,N/A,Demolish,0,,70117,41065965,3691689.658,540271.807,0,0,DG
10/7/2013,CEHB-12-0764,7423 Spruce St,B,2,0,1,1,No,No,0,Very Strong (One of the strongest housing demand areas in the city),1,4. Very Poor,4,2. Fair,2,2. Fair,2,3. Poor,3,No,0,Demolish,0,,70118,41027080,3665135.022,529335.1283,0,0,JN
10/7/2013,12-10031-PNBL,1482 Granada Dr,C,3,0,0,0,No,No,0,"Moderately Weak (Limited housing demand and sales, but not the weakest market in the city)",3,2. Fair,2,3. Poor,3,3. Poor,3,3. Poor,3,N/A,N/A,Demolish,0,,70122,41107472,3678421.073,550528.5097,0,0,JN
10/28/2013,CEHB-11-6257,4719 Erato St,F,6,0,1,1,No,No,0,"Moderately Weak (Limited housing demand and sales, but not the weakest market in the city)",3,2. Fair,2,2. Fair,2,1. Good,1,2. Fair,2,Yes,1,Sell,1,,70125,41045696,3669485.727,532491.0474,0,0,Demo
10/28/2013,13-06529-PNBL,4735 East View Dr,F,6,0,0,0,Yes,Yes,1,"Moderately Weak (Limited housing demand and sales, but not the weakest market in the city)",3,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Sell,1,,70126,41100006,3705216.342,555305.8919,0,0,AW
10/7/2013,CEHB-11-0666,4230 America St,G,7,0,0,0,Yes,No,0,Very Strong (One of the strongest housing demand areas in the city),1,4. Very Poor,4,4. Very Poor,4,N/A,N/A,4. Very Poor,4,No,0,Demolish,0,,70126,41094181,3699901.508,552309.8506,1,1,JN
10/29/2013,12-10129-PNBL,4931 Laine Ave,F,6,0,0,0,Yes,Yes,1,"Moderately Weak (Limited housing demand and sales, but not the weakest market in the city)",3,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Sell,1,A new incident has been created.,70126,41101725,3705749.181,556414.2062,0,0,AW
7/30/2013,CEHB-11-5698,5016 Warrington Dr,F,6,0,0,0,N/A,N/A,N/A,"Moderately Weak (Limited housing demand and sales, but not the weakest market in the city)",3,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Sell,1,,70122,41107073,3680956.353,551079.2026,0,0,JN
10/29/2013,13-07224-PNBL,5160 Wilton Dr,F,6,0,0,0,Yes,Yes,1,Very Weak (Poor demand and weak sales),4,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Sell,1,,70122,41106880,3681858.076,551505.7644,0,0,Demo
10/1/2013,13-05830-PNBL,539-541 S Tonti St,F,6,0,1,1,,N/A,N/A,"Moderately Weak (Limited housing demand and sales, but not the weakest market in the city)",3,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Sell,1,,70119,41031313,3675253.247,532846.0009,0,0,Demo
7/22/2013,13-00897-PNBL,5927 Elysian Fields Ave,F,6,0,0,0,N/A,N/A,N/A,Very Strong (One of the strongest housing demand areas in the city),1,1. Good,1,2. Fair,2,1. Good,1,1. Good,1,Yes,1,Sell,1,,70122,41073921,3683680.408,554833.2398,0,1,Demo
9/30/2013,CEHB-12-1258,739 S Salcedo St,F,6,0,1,1,,N/A,N/A,Very Strong (One of the strongest housing demand areas in the city),1,2. Fair,2,3. Poor,3,2. Fair,2,2. Fair,2,Yes,1,Sell,1,,70119,41033511,3672309.878,533858.3204,0,1,Demo
10/28/2013,CEHB-12-1728,8305 Edinburgh St,F,6,0,1,1,Yes,Yes,1,Very Strong (One of the strongest housing demand areas in the city),1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Sell,1,,70118,41029148,3666900.266,535013.5534,0,1,Demo
7/22/2013,13-01682-PNBL,9022 Heaton St,F,6,0,1,1,N/A,N/A,N/A,"Moderately Weak (Limited housing demand and sales, but not the weakest market in the city)",3,3. Poor,3,2. Fair,2,2. Fair,2,2. Fair,2,No,0,Sell,1,,70118,41024416,3666808.6,538699.5745,0,0,DG
10/7/2013,13-01445-PNBL,1104 Nunez St,G,7,0,1,1,No,No,0,Very Strong (One of the strongest housing demand areas in the city),1,2. Fair,2,2. Fair,2,2. Fair,2,2. Fair,2,N/A,N/A,Sell,1,OCCUPIED,70114,41000852,3687025.755,527493.9013,0,1,Demo
9/5/2013,CEHB-11-6720,1105-1107 S Gayoso St,G,7,0,1,1,,N/A,N/A,Very Weak (Poor demand and weak sales),4,1. Good,1,1. Good,1,1. Good,1,1. Good,1,Yes,1,Sell,1,,70125,41035945,3671429.064,531881.8628,0,0,AW
10/7/2013,13-01446-PNBL,1106 Nunez St,G,7,0,1,1,No,No,0,Very Strong (One of the strongest housing demand areas in the city),1,2. Fair,2,2. Fair,2,2. Fair,2,2. Fair,2,N/A,N/A,Sell,1,OCCUPIED,70114,41000853,3687026.752,527478.9445,0,1,Demo
9/30/2013,12-08626-PNBL,1124 Reynes St,G,7,0,1,1,,N/A,N/A,Very Weak (Poor demand and weak sales),4,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Sell,1,,70117,41125113,3695965.676,534560.8888,0,0,Demo
9/16/2013,13-01989-PNBL,1209 Sister St,G,7,0,1,1,,N/A,N/A,Very Weak (Poor demand and weak sales),4,3. Poor,3,3. Poor,3,2. Fair,2,3. Poor,3,Yes,1,Sell,1,,70117,41124938,3694905.712,535124.596,0,0,DG
9/17/2013,13-04815-PNBL,1335 Flood St,G,7,0,1,1,,N/A,N/A,Very Weak (Poor demand and weak sales),4,3. Poor,3,2. Fair,2,2. Fair,2,2. Fair,2,Yes,1,Sell,1,CNAP,70117,41121681,3698060.579,534824.2734,0,0,Demo
10/10/2013,CEHB-12-0364,1400 St Maurice Ave,G,7,0,1,1,Yes,Yes,1,Very Strong (One of the strongest housing demand areas in the city),1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Sell,1,VACANT LOT,70117,41124856,3700196.416,534304.8617,0,1,Demo
10/29/2013,CEHB-11-8082,1415-1417 Egania St,G,7,0,1,1,Yes,Yes,1,Very Strong (One of the strongest housing demand areas in the city),1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Sell,1,VACANT LOT,70117,41124724,3697231.749,535288.0187,0,1,JN
10/15/2013,12-09858-PNBL,14724 Beekman Rd,G,7,0,0,0,Yes,Yes,1,Very Strong (One of the strongest housing demand areas in the city),1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Sell,1,VACANT LOT,70128,41114221,3721318.72,573754.4282,0,1,Demo
7/25/2013,CEHB-11-1243,1509-1511 Mazant St,G,7,0,1,1,N/A,N/A,N/A,Very Weak (Poor demand and weak sales),4,N/A,N/A,2. Fair,2,2. Fair,2,2. Fair,2,Yes,1,Sell,1,,70117,41068141,3692580.168,536801.5268,0,0,Demo
10/21/2013,13-04809-PNBL,1524-1526 Piety St,G,7,1,1,0,No,No,0,Very Weak (Poor demand and weak sales),4,1. Good,1,3. Poor,3,1. Good,1,2. Fair,2,Yes,1,Sell,1,Some fees have been paid. There is no evidence of work-in-progress.,70117,41071091,3690186.521,537532.1905,0,0,DG
10/17/2013,CEHB-11-4158,1726-1728 Clouet St,G,7,0,1,1,Yes,Yes,1,Very Strong (One of the strongest housing demand areas in the city),1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Sell,1,VACANT LOT,70117,41070866,3689541.219,538485.9333,0,1,JN
9/12/2013,12-09743-PNBL,1804-1806 Clouet St,G,7,0,1,1,,N/A,N/A,Very Weak (Poor demand and weak sales),4,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Sell,1,,70117,41070786,3689600.942,538711.6388,0,0,JN
7/29/2013,CEHB-12-0676,"1809-1811 Montegut St, 6 Montegut St",G,7,0,1,1,N/A,N/A,N/A,Very Weak (Poor demand and weak sales),4,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Sell,1,,70117,41070808,3689200.273,538806.9686,0,0,DG
10/24/2013,12-10149-PNBL,1822 Hollygrove St,G,7,0,1,1,No,No,0,Very Strong (One of the strongest housing demand areas in the city),1,1. Good,1,1. Good,1,1. Good,1,1. Good,1,Yes,1,Sell,1,"3120-22 HOLLYGROVE ST.
OCCP.",70118,41136861,3661147.288,532264.5409,0,1,JN
9/23/2013,CEHB-11-3253,1824-1826 Clouet St,G,7,0,1,1,,N/A,N/A,Very Weak (Poor demand and weak sales),4,2. Fair,2,2. Fair,2,2. Fair,2,2. Fair,2,No,0,Sell,1,,70117,41070788,3689632.259,538836.4209,0,0,Demo
10/24/2013,12-09085-PNBL,1932 Feliciana St,G,7,0,1,1,Yes,Yes,1,Very Strong (One of the strongest housing demand areas in the city),1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Sell,1,VACANT LOT,70117,41065204,3689481.208,539365.3747,0,1,DG
7/25/2013,12-09646-PNBL,2001 Louisa St,G,7,0,1,1,N/A,N/A,N/A,"Moderately Weak (Limited housing demand and sales, but not the weakest market in the city)",3,2. Fair,2,2. Fair,2,2. Fair,2,2. Fair,2,N/A,N/A,Sell,1,,70117,41067244,3690490.551,539262.4922,0,0,AW
10/1/2013,13-05178-PNBL,2019 Gallier St,G,7,0,1,1,,N/A,N/A,Very Weak (Poor demand and weak sales),4,1. Good,1,2. Fair,2,1. Good,1,1. Good,1,No,0,Sell,1,IN COMPLIANCE,70117,41065936,3691405.841,539127.8909,0,0,Demo
7/23/2013,13-01588-PNBL,2020 Port St,G,7,0,1,1,N/A,N/A,N/A,"Moderately Weak (Limited housing demand and sales, but not the weakest market in the city)",3,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Sell,1,,70117,41060607,3688252.367,539964.2643,0,0,JN
10/1/2013,13-04715-PNBL,2026 Alvar St,G,7,0,1,1,,N/A,N/A,Very Weak (Poor demand and weak sales),4,2. Fair,2,2. Fair,2,2. Fair,2,2. Fair,2,No,0,Sell,1,,70117,41066627,3692301.63,538995.6629,0,0,JN
10/10/2013,12-08897-PNBL,2032-2034 Independence St,G,7,0,1,1,Yes,Yes,1,Very Strong (One of the strongest housing demand areas in the city),1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Sell,1,There is a new incident created.,70117,41069990,3691832.561,539186.6194,0,1,Demo
9/12/2013,13-04640-PNBL,2039 Louisa St,G,7,0,1,1,,N/A,N/A,Very Strong (One of the strongest housing demand areas in the city),1,4. Very Poor,4,2. Fair,2,2. Fair,2,3. Poor,3,Yes,1,Sell,1,SELL LOT,70117,41067250,3690557.999,539532.6077,0,1,DG
10/14/2013,12-09865-PNBL,2057-2059 Hope St,G,7,0,1,1,Yes,Yes,1,Very Strong (One of the strongest housing demand areas in the city),1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Sell,1,VACANT LOT,70119,41076449,3682926.01,542123.9276,0,1,Demo
10/29/2013,13-05620-PNBL,2080-2082 N Rocheblave St,G,7,0,1,1,No,No,0,Very Strong (One of the strongest housing demand areas in the city),1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Sell,1,REMODEL,70119,41074932,3683303.007,540883.7804,0,1,Demo
9/30/2013,CEHB-11-3279,2205 Allen St,G,7,0,1,1,,N/A,N/A,Very Weak (Poor demand and weak sales),4,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Sell,1,IMMINENT DANGER OF COLLAPSE CASE.,70119,41076744,3682478.207,540254.3432,0,0,AW
9/9/2013,12-10198-PNBL,2220-2222 N Prieur St,G,7,0,1,1,,N/A,N/A,Very Weak (Poor demand and weak sales),4,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Sell,1,vacant lot,70117,41069662,3685028.342,539203.3574,0,0,JN
10/8/2013,13-00745-PNBL,2224 Treasure St,G,7,0,0,0,Yes,Yes,1,Very Strong (One of the strongest housing demand areas in the city),1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Sell,1,VACANT LOT,70122,41078521,3684692.32,543986.9238,0,1,AW
10/17/2013,CEHB-11-2207,2303 Annette St,G,7,0,1,1,Yes,No,0,Very Weak (Poor demand and weak sales),4,3. Poor,3,3. Poor,3,2. Fair,2,3. Poor,3,Yes,1,Sell,1,,70119,41075308,3682873.352,540620.7552,1,0,Demo
10/24/2013,13-07009-PNBL,2424-2426 Annette St,G,7,0,1,1,Yes,Yes,1,"Moderately Weak (Limited housing demand and sales, but not the weakest market in the city)",3,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Sell,1,,70119,41076864,3682669.526,541168.8614,0,0,Demo
10/21/2013,12-10598-PNBL,2501 N Roman St,G,7,0,1,1,No,No,0,Very Weak (Poor demand and weak sales),4,3. Poor,3,3. Poor,3,3. Poor,3,3. Poor,3,Yes,1,Sell,1,,70117,41062047,3687033.368,539138.0823,0,0,JN
10/22/2013,13-07804-MPM,2505-2507 Annette St,G,7,0,1,1,No,No,0,Very Strong (One of the strongest housing demand areas in the city),1,2. Fair,2,2. Fair,2,2. Fair,2,2. Fair,2,N/A,N/A,Sell,1,REMODEL,70119,41077426,3682795.067,541390.3995,0,1,AW
10/31/2013,CEHB-11-7143,2614 Choctaw St,G,7,0,1,1,Yes,Yes,1,Very Strong (One of the strongest housing demand areas in the city),1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Sell,1,VACANT LOT,70117,41120891,3698915.639,539678.7331,0,1,Demo
7/30/2013,12-07987-PNBL,2714 N Johnson St,G,7,0,1,1,N/A,N/A,N/A,"Moderately Weak (Limited housing demand and sales, but not the weakest market in the city)",3,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Sell,1,,70117,41066458,3688401.043,539657.5731,0,0,Demo
10/8/2013,13-04942-PNBL,2723-2725 Pressburg St,G,7,0,0,0,No,No,0,Very Strong (One of the strongest housing demand areas in the city),1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,No,0,Sell,1,VACANT PROPERTY,70122,41072331,3687357.56,554987.9734,0,1,Demo
9/19/2013,13-04399-PNBL,2732 Clouet St,G,7,0,0,0,,N/A,N/A,Very Weak (Poor demand and weak sales),4,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Sell,1,IN COMPLIANCE,70126,41129166,3690606.131,542588.3507,0,0,Demo
10/10/2013,13-00076-PNBL,2734 Painters St,G,7,0,0,0,Yes,Yes,1,Very Weak (Poor demand and weak sales),4,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Sell,1,,70122,41090570,3687000.816,543094.4361,0,0,Demo
9/5/2013,CEHB-11-8396,2800-2802 Comus Ct,G,7,0,1,1,,N/A,N/A,Very Strong (One of the strongest housing demand areas in the city),1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Sell,1,CNAP,70117,41063997,3687954.916,541145.6074,0,1,Demo
10/10/2013,CEHB-11-3373,2824 Painters St,G,7,0,0,0,Yes,Yes,1,"Moderately Weak (Limited housing demand and sales, but not the weakest market in the city)",3,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Sell,1,,70122,41090576,3686983.005,543330.2863,0,0,AW
10/1/2013,13-04889-PNBL,2911 Laussat Pl,G,7,0,1,1,,N/A,N/A,Very Weak (Poor demand and weak sales),4,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Sell,1,,70117,41066870,3689746.022,542121.7359,0,0,Demo
10/28/2013,12-09143-PNBL,2938 Benefit St,G,7,0,0,0,Yes,Yes,1,Very Strong (One of the strongest housing demand areas in the city),1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Sell,1,VACANT LOT,70126,41090795,3690178.867,544442.9412,0,1,Demo
7/25/2013,12-11912-PNBL,2953 Law St,G,7,0,1,1,N/A,N/A,N/A,Very Weak (Poor demand and weak sales),4,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Sell,1,,70117,41071401,3689632.145,541927.9409,0,0,Demo
7/25/2013,12-11913-PNBL,2955 Law St,G,7,0,1,1,N/A,N/A,N/A,"Moderately Weak (Limited housing demand and sales, but not the weakest market in the city)",3,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Sell,1,,70117,41071400,3689662.503,541920.4488,0,0,Demo
10/24/2013,13-05694-PNBL,3105 Spain St,G,7,0,0,0,Yes,Yes,1,Very Strong (One of the strongest housing demand areas in the city),1,N/A,N/A,N/A,N/A,N/A,N/A,2. Fair,2,No,0,Sell,1,VACANT PROPERTY,70122,41078655,3685583.66,544184.9751,0,1,AW
9/17/2013,12-08966-PNBL,3114 Music St,G,7,0,0,0,,N/A,N/A,"Moderately Weak (Limited housing demand and sales, but not the weakest market in the city)",3,3. Poor,3,2. Fair,2,2. Fair,2,2. Fair,2,Yes,1,Sell,1,The posted case number has been closed and a new case number has been opened.,70122,41078667,3686134.147,544337.8977,0,0,Demo
7/25/2013,CEHB-11-2341,3130-32 St Roch Ave,G,7,0,0,0,N/A,N/A,N/A,Very Strong (One of the strongest housing demand areas in the city),1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,sell,1,,70122,41078653,3685734.165,544416.4485,0,1,Demo
10/10/2013,12-09431-PNBL,3217 Hamilton St,G,7,0,1,1,Yes,Yes,1,Very Strong (One of the strongest housing demand areas in the city),1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Sell,1,LOT,70118,41029788,3664297.701,536130.8227,0,1,Demo
10/14/2013,12-11328-PNBL,3320-3320 1/2 Pauger St,G,7,0,1,1,No,No,0,Very Weak (Poor demand and weak sales),4,2. Fair,2,3. Poor,3,2. Fair,2,2. Fair,2,Yes,1,Sell,1,,70119,41074705,3683328.69,541901.2378,0,0,DG
10/14/2013,CEHB-12-1132,3430 Pauger St,G,7,0,1,1,No,No,0,"Moderately Weak (Limited housing demand and sales, but not the weakest market in the city)",3,N/A,N/A,2. Fair,2,2. Fair,2,2. Fair,2,Yes,1,Sell,1,,70119,41077738,3683290.87,542363.3247,0,0,Demo
10/15/2013,13-03515-PNBL,3504 Leonidas St,G,7,0,1,1,Yes,Yes,1,"Moderately Weak (Limited housing demand and sales, but not the weakest market in the city)",3,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Sell,1,,70118,41029922,3666207.15,535732.916,0,0,Demo
10/29/2013,12-08324-PNBL,3606-3608 N Miro St,G,7,0,1,1,No,No,0,Very Weak (Poor demand and weak sales),4,1. Good,1,2. Fair,2,1. Good,1,2. Fair,2,Yes,1,Sell,1,,70117,41059821,3691831.453,539622.8488,0,0,Demo
9/24/2013,CEHB-11-0050,4018 Iroquois St,G,7,0,0,0,,N/A,N/A,Very Weak (Poor demand and weak sales),4,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Sell,1,,70126,41165623,3689093.36,547987.3208,0,0,JN
10/10/2013,CEHB-11-8129,4109 Thalia St,G,7,0,1,1,Yes,Yes,1,Very Strong (One of the strongest housing demand areas in the city),1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Sell,1,VACANT LOT,70125,41034357,3671490.27,530831.9012,0,1,Demo
10/24/2013,CEHB-11-7599,4646 Stemway Dr,G,7,0,0,0,Yes,Yes,1,"Moderately Weak (Limited housing demand and sales, but not the weakest market in the city)",3,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Sell,1,vacant lot,70126,41092456,3696888.753,553737.7659,0,0,DG
10/3/2013,12-09624-PNBL,4660 Reynes St,G,7,0,0,0,Yes,Yes,1,Very Strong (One of the strongest housing demand areas in the city),1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Sell,1,,70126,41180806,3699141.512,554599.6906,0,1,Demo
9/5/2013,HCES-12-00502,4752 Stemway Dr,G,7,0,0,0,,N/A,N/A,"Moderately Weak (Limited housing demand and sales, but not the weakest market in the city)",3,1. Good,1,1. Good,1,1. Good,1,1. Good,1,Yes,1,Sell,1,VACANT LOT,70126,41092470,3696832.917,554325.9922,0,0,Demo
10/31/2013,CEHB-11-5798,4836 Deanne St,G,7,0,0,0,Yes,Yes,1,Very Strong (One of the strongest housing demand areas in the city),1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Sell,1,DWELLING HAS BEEN DEMOLISHED.,70126,41093494,3696446.032,554610.3086,0,1,DG
10/8/2013,12-07374-PNBL,2639 St Philip St,D,4,1,1,0,Yes,Yes,1,Very Strong (One of the strongest housing demand areas in the city),1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,No,0,Demolish,0,VACANT ,70119,41016983,3677635.824,537795.7084,0,0,AW
10/8/2013,CEHB-12-0964,2505 Eagle St,E,5,0,1,1,No,No,0,Very Strong (One of the strongest housing demand areas in the city),1,3. Poor,3,3. Poor,3,3. Poor,3,3. Poor,3,No,0,Demolish,0,,70118,41030019,3663359.375,533531.8833,0,1,DG
10/8/2013,13-06325-PNBL,709 Lees Ln,E,5,0,0,0,No,No,0,"Moderately Weak (Limited housing demand and sales, but not the weakest market in the city)",3,4. Very Poor,4,3. Poor,3,2. Fair,2,4. Very Poor,4,No,0,Demolish,0,A new incident has been created.,70114,41004237,3697375.711,524857.536,0,0,Demo
9/16/2013,13-01805-PNBL,5100 Pauline Dr,G,7,0,0,0,,N/A,N/A,"Moderately Weak (Limited housing demand and sales, but not the weakest market in the city)",3,1. Good,1,4. Very Poor,4,N/A,N/A,4. Very Poor,4,N/A,N/A,Sell,1,,70126,41085913,3692453.345,552811.1296,0,0,Demo
10/8/2013,13-01443-PNBL,2551-2553 N Tonti St,F,6,0,1,1,Yes,Yes,1,Very Strong (One of the strongest housing demand areas in the city),1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,No,0,Demolish,0,VACANT PROPERTY,70117,41069825,3686944.696,540997.9119,0,1,JN
10/28/2013,13-05252-PNBL,5114 Lakeview Ct,G,7,0,0,0,No,No,0,"Moderately Weak (Limited housing demand and sales, but not the weakest market in the city)",3,N/A,N/A,2. Fair,2,2. Fair,2,2. Fair,2,Yes,1,Sell,1,,70126,41094348,3698749.393,556115.0784,0,0,DG
10/31/2013,CEHB-11-1536,5119 Basinview Dr,G,7,0,0,0,Yes,Yes,1,Very Strong (One of the strongest housing demand areas in the city),1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Sell,1,VACANT LOT,70126,41092508,3698665.682,556229.749,0,1,Demo
10/28/2013,13-06192-PNBL,5122 Lakeview Ct,G,7,0,0,0,No,No,0,Very Strong (One of the strongest housing demand areas in the city),1,1. Good,1,1. Good,1,1. Good,1,1. Good,1,Yes,1,Sell,1,,70126,41094353,3698757.779,556183.0986,0,1,Demo
10/10/2013,CEHB-11-5794,3131 Hamilton St,G,7,0,1,1,No,No,0,Very Strong (One of the strongest housing demand areas in the city),1,4. Very Poor,4,4. Very Poor,4,4. Very Poor,4,4. Very Poor,4,No,0,Demolish,0,,70118,41030242,3664162.436,535972.8732,0,1,Demo
10/14/2013,13-02925-PNBL,5109-5111 Laurel St,A,1,0,1,1,No,No,0,Very Strong (One of the strongest housing demand areas in the city),1,3. Poor,3,3. Poor,3,2. Fair,2,3. Poor,3,Yes,1,Demolish,0,WIP,70115,41055137,3668206.236,517944.8829,0,0,Demo
10/21/2013,12-11689-PNBL,5409 Marais St,G,7,0,1,1,No,No,0,Very Strong (One of the strongest housing demand areas in the city),1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Sell,1,REMODEL,70117,41127011,3697374.42,534386.2228,0,1,Demo
10/14/2013,13-03868-PNBL,2443-2447-2449 Dauphine St/801-803 Spain St,B,2,1,1,0,No,No,0,Very Strong (One of the strongest housing demand areas in the city),1,3. Poor,3,3. Poor,3,3. Poor,3,3. Poor,3,No,0,Demolish,0,FIRE DAMAGE,70117,41063720,3686278.544,535360.0176,0,0,Demo
10/14/2013,12-12422-PNBL,627 S Lopez St,D,4,0,1,1,No,No,0,"Moderately Strong (Solid housing demand and sales, but not strongest in city)",2,3. Poor,3,3. Poor,3,3. Poor,3,3. Poor,3,No,0,Demolish,0,Building is in violation of light and fresh air requirements.,70119,41036368,3672392.708,534452.4355,0,0,AW
10/14/2013,12-07485-PNBL,11446 Curran Rd,E,5,0,0,0,No,No,0,"Moderately Weak (Limited housing demand and sales, but not the weakest market in the city)",3,2. Fair,2,2. Fair,2,1. Good,1,2. Fair,2,Yes,1,Demolish,0,DEMOLISH ACCESSORY STRUCTURE THEN SELL PROPERTY.,70128,41112975,3711764.698,566814.0575,0,0,DG
